order_item_id,order_id,fulfilment_source,fulfilment_type,order_date,order_approval_date,order_item_status,sku,fsn,product_title,quantity,serial_no_imei,delivery_logistics_partner,pickup_logistics_partner,delivery_tracking_id,forward_logistics_form,forward_logistics_form_no,order_cancellation_date,cancellation_reason,cancellation_sub_reason,order_return_approval_date,return_id,return_reason,return_sub_reason,procurement_dispatch_sla,dispatch_after_date,dispatch_by_date,order_ready_for_dispatch_on_date,dispatched_date,dispatch_sla_breached,seller_pickup_reattempts,delivery_sla,deliver_by_date,order_delivery_date,delivery_sla_breached,order_service_completion_date,service_by_date,service_completion_sla,service_sla_breached
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
