Flipkart serial numb,Listing id,Sub category,Product code,Seller sku,Map,Your selling price
KTAFDPZWJTPFFTMB,LSTKTAFDPZWJTPFFTMBYDRCJK,kurta,Alena Women Printed Straight Kurta (Brown),Amyra-1702-CHTE-XXL,1799,630
