NEFT ID,Neft Type,Date,"Settlement Value (Rs.) 
= SUM(H:R)",,Order ID,Order item ID,Sale Amount,Total Offer Amount,My Share,Customer Shipping Amount,Marketplace Fee (Rs.),Tax Collected at Source (Rs.),TDS (Rs.),Taxes (Rs.),Protection Fund (Rs.),Refund (Rs.),,Order Date,Dispatch Date,Fulfilment Type,Seller SKU,Quantity,Product Sub Category,Additional Information,Return Type,Item Return Status,,Sale Amount,Total Offer Amount,My Share,,Tier,Commission Rate,Commission (Rs.),Commission Fee Waiver(Rs.),Collection Fee (Rs.),Collection Fee Waiver(Rs.),Fixed Fee  (Rs.),Fixed Fee Waiver(Rs.),No Cost Emi Fee Reimbursement(Rs.),Installation Fee (Rs.),Uninstallation Fee (Rs.),Tech Visit Fee (Rs.),Uninstallation & Packaging Fee (Rs.),Pick And Pack Fee,Pick And Pack Fee Waiver(Rs.),Customer Shipping Fee Type, Customer Shipping Fee,Shipping Fee (Rs.),Shipping Fee Waiver(Rs.),Reverse Shipping Fee (Rs.),Franchise Fee (Rs.),Product Cancellation Fee (Rs.),Service Cancellation Fee(Rs.),Fee Discount (Rs.),Service Cancellation Charge(Rs.),,Multipart Shipment?,Profiler Dead Weight, Seller Dead Weight,Length*Breadth*Height,Volumetric Weight(In Kgs),Chargeable Weight Type,Chargeable Wt. Slab (In Kgs),Shipping Zone,,ID,Date,
NFT-092801128GN00102XXXXXXX,Postpaid,2020-09-28,-126.968,,OD219721196767557000,21972119676755700,611,0,0,0,-107.6,0,0,-19.368,0,-611,,2020-09-17,2020-09-18,Seller Smart,Anuka-2576-MRN-M,1,kurta,,Customer Return,Product Delivered,,611,0,0,,gold,16,0,0,-15,0,0,0,0,0,0,0,0,0,0,,0,-37.6,0,-55,0,0,0,0,0,,No,0,0.25,30.000*24.000*2.000,0.288,Volumetric,0.0-0.5,Zonal,,FAC5U82100027669,2020-09-17T21:01:58+05:30,
