Flipkart serial numb,Listing id,Sub category,Product title,Processoing Error(if Any),Seller sku,Map,Your selling price,Ignore Warning,Usual Price,Local Deliver Charge to Customer,Zonal Delivery Charge to customer,National Delivery Charge,System Stock Count,Your Stock Count,Procurement SLA,Listing Status,In-Active Reason,Fulfillment By,Package Length,Package Width,Package Height,Package Weight,Procurement Type,hsn,Tax Code,Luxury Cess Tax Code,Listing Archival,Manufacturer Detail,Importer Detail,Packer Detail,Iso code,Date of Manufacturer,Shelf Life in month,Flipkart Plus
KTAFVT28H4MWHHGE,LSTKTAFVT28H4MWHHGEAO62BU,kurta,Alena Women Embroidered Straight Kurta (Blue),,Aakriti-2663-BLU-XL,1599,799,NO,799,,,,2,,,ACTIVE,,FA & SellerSmart,30.0,24.0,2.0,0.3,express,62114210,GST_APPAREL,,NONE,,,,IN,,,Non Plus Listing
