NEFT ID,Date,Settlement Value (Rs.),,Claim ID,Protection Reason,,Seller SKU,FSN,Selling Price (Rs.),Warehouse ID,
NFT-091102174GN00149XXXXXXX,2020-09-11,434.56,,20200910160334229821282,MainProduct_WareHouseLost,,Summer Shine-1963-Mrn-L,KTAFFJ8SWXZ8MHPY,679,binola,
